target,predictor,lag,n_samples,n_provinces,missing_ratio_pair,control_mode,pearson_corr,spearman_corr,kendall_tau,distance_corr,mutual_info,spearman_perm_p,abs_spearman,abs_pearson
Influenza_rates,Total_Evaporation,0,14520,55,0.0,month_province,0.0046022451335846395,0.006076275721344368,0.003885853408441782,0.05308006406115468,0.02862525775503233,,0.006076275721344368,0.0046022451335846395
Influenza_rates,Total_Evaporation,1,14465,55,0.0037878787878787845,month_province,-0.01323335285187205,-0.018177671402138638,-0.012165273936913858,0.050976873438425524,0.0,,0.018177671402138638,0.01323335285187205
Influenza_rates,Total_Evaporation,2,14410,55,0.007575757575757569,month_province,-0.011559832703767394,-0.00768933410204097,-0.005139910099802137,0.07348745889018915,0.0,,0.00768933410204097,0.011559832703767394
Influenza_rates,Total_Evaporation,3,14355,55,0.011363636363636354,month_province,0.008661688731433727,0.017743567435108215,0.011843808784350257,0.05574149438731838,0.0,,0.017743567435108215,0.008661688731433727
Influenza_rates,Total_Evaporation,4,14300,55,0.015151515151515138,month_province,0.02629670305674299,0.03999578654472254,0.026725082376752276,0.06755098880334476,0.014635176463376531,,0.03999578654472254,0.02629670305674299
Influenza_rates,Total_Evaporation,5,14245,55,0.018939393939393923,month_province,0.04217157149994749,0.06122927781971992,0.040979113142206564,0.09677476987399865,0.017909465943025893,,0.06122927781971992,0.04217157149994749
Influenza_rates,Total_Evaporation,6,14190,55,0.022727272727272707,month_province,0.05556654526990078,0.07579731667450537,0.05084557548896513,0.0853461163826012,0.0,,0.07579731667450537,0.05556654526990078
Influenza_rates,Total_Rainfall,0,14520,55,0.0,month_province,0.014340216506913,0.01818469462626268,0.012322603469399417,0.0820721704210673,0.02026323828714105,,0.01818469462626268,0.014340216506913
Influenza_rates,Total_Rainfall,1,14465,55,0.0037878787878787845,month_province,0.025958773655725527,0.04337957330788691,0.028995707156900228,0.05026211762519888,0.0,,0.04337957330788691,0.025958773655725527
Influenza_rates,Total_Rainfall,2,14410,55,0.007575757575757569,month_province,0.03343457276684927,0.051437813532506045,0.03463565033865462,0.0998357474387213,0.012782561544795179,,0.051437813532506045,0.03343457276684927
Influenza_rates,Total_Rainfall,3,14355,55,0.011363636363636354,month_province,0.031805276425969656,0.04377870609959838,0.029438108863043936,0.07933704478475162,0.006299912031961341,,0.04377870609959838,0.031805276425969656
