province,feature,importance
squeezed_An Giang,Total_Evaporation,0.03422633937366075
squeezed_An Giang,Total_Rainfall,0.026466725113822698
squeezed_An Giang,Max_Daily_Rainfall,0.022310957626344757
squeezed_An Giang,n_raining_days,0.00332713188804403
squeezed_An Giang,Average_temperature,0.01197370221784281
squeezed_An Giang,Max_Average_Temperature,0.011074870382385478
squeezed_An Giang,Min_Average_Temperature,0.005151467218644175
squeezed_An Giang,Max_Absolute_Temperature,0.008063840203121743
squeezed_An Giang,Min_Absolute_Temperature,0.10635805287990413
squeezed_An Giang,Average_Humidity,0.050156240523647755
squeezed_An Giang,Min_Humidity,0.0294254913538569
squeezed_An Giang,n_hours_sunshine,0.022608501247722786
squeezed_An Giang,population_male,0.010709394760363389
squeezed_An Giang,population_female,0.0
squeezed_An Giang,population_urban,0.0058500624566956
squeezed_An Giang,population_countryside,0.014195729597062877
squeezed_An Giang,Diarrhoea_rates,37.88687162678594
squeezed_An Giang,Diarrhoea_rates_lag1,11.961438564173358
squeezed_An Giang,Diarrhoea_rates_lag2,1.7346327746358556
squeezed_An Giang,Diarrhoea_rates_lag3,0.24439699604416368
squeezed_An Giang,Diarrhoea_rates_lag4,2.0570419163572082
squeezed_An Giang,Diarrhoea_rates_lag5,0.69216979589652
squeezed_An Giang,Diarrhoea_rates_lag6,0.33388064456095773
squeezed_An Giang,Diarrhoea_rates_lag7,0.16852095528609687
squeezed_An Giang,Diarrhoea_rates_lag8,0.12021248819024453
squeezed_An Giang,Diarrhoea_rates_lag9,0.29434813711743846
squeezed_An Giang,Diarrhoea_rates_lag10,0.42616832257856374
squeezed_An Giang,Diarrhoea_rates_lag11,2.048206032488577
squeezed_An Giang,Diarrhoea_rates_lag12,0.676245453238471
squeezed_An Giang,Total_Evaporation_lag1,0.004408769344251952
squeezed_An Giang,Total_Evaporation_lag2,0.014937789826151028
squeezed_An Giang,Total_Evaporation_lag3,0.00983007949341798
squeezed_An Giang,Total_Evaporation_lag4,0.031462313928316124
squeezed_An Giang,Total_Evaporation_lag5,0.010070762609037675
squeezed_An Giang,Total_Evaporation_lag6,0.002040680873719202
squeezed_An Giang,Total_Evaporation_lag7,0.12418904153448916
squeezed_An Giang,Total_Evaporation_lag8,0.07413763991834217
squeezed_An Giang,Total_Evaporation_lag9,0.008507952756454358
squeezed_An Giang,Total_Evaporation_lag10,0.008861489742898378
squeezed_An Giang,Total_Evaporation_lag11,0.006934710985731669
squeezed_An Giang,Total_Evaporation_lag12,0.012519418672156973
squeezed_An Giang,Total_Rainfall_lag1,0.5141372063041454
squeezed_An Giang,Total_Rainfall_lag2,0.22424027124547408
squeezed_An Giang,Total_Rainfall_lag3,0.027334320796105278
squeezed_An Giang,Total_Rainfall_lag4,0.10007284352654411
squeezed_An Giang,Total_Rainfall_lag5,0.010914489617366392
squeezed_An Giang,Total_Rainfall_lag6,0.0
squeezed_An Giang,Total_Rainfall_lag7,0.00945626343401148
squeezed_An Giang,Total_Rainfall_lag8,0.014698865948263194
squeezed_An Giang,Total_Rainfall_lag9,0.024835946101734164
squeezed_An Giang,Total_Rainfall_lag10,0.1220673568647172
squeezed_An Giang,Total_Rainfall_lag11,0.05389715325914271
squeezed_An Giang,Total_Rainfall_lag12,0.007970274531601625
squeezed_An Giang,Max_Daily_Rainfall_lag1,0.0
squeezed_An Giang,Max_Daily_Rainfall_lag2,0.1141714448091027
squeezed_An Giang,Max_Daily_Rainfall_lag3,0.02411650203867034
squeezed_An Giang,Max_Daily_Rainfall_lag4,0.008819926001818712
squeezed_An Giang,Max_Daily_Rainfall_lag5,0.0054384656178684725
squeezed_An Giang,Max_Daily_Rainfall_lag6,0.18347982646318084
squeezed_An Giang,Max_Daily_Rainfall_lag7,0.03643043010962984
squeezed_An Giang,Max_Daily_Rainfall_lag8,0.039116852511979446
squeezed_An Giang,Max_Daily_Rainfall_lag9,0.04293616283435773
squeezed_An Giang,Max_Daily_Rainfall_lag10,0.02411035962535499
