relationship_rank,relationship,target,predictor,lag,province,n_samples,control_mode,spearman_corr,kendall_tau,distance_corr,mutual_info,abs_spearman
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Bắc Kạn,264,month,0.27904263960533554,0.19142138358755795,0.45004076716680597,0.13259900350499665,0.27904263960533554
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Cao Bằng,264,month,0.7400105725916294,0.5659762195498791,0.713750337730166,0.5848912132241217,0.7400105725916294
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Cà Mau,264,month,0.6100520928370154,0.5171156820181654,0.6071354762833984,0.8179980040282921,0.6100520928370154
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Cần Thơ,264,month,0.16635925335654209,0.1245733412461867,0.2402987101560906,0.15117714826923212,0.16635925335654209
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Gia Lai,264,month,0.6806667101434907,0.5449503826028235,0.698977834622205,0.738799226599697,0.6806667101434907
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Hà Giang,264,month,0.6860795594125318,0.5520202404195742,0.7006423494934491,0.7562014594052084,0.6860795594125318
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Hà Nội,264,month,0.44678396632811335,0.3256477517432235,0.47724096955899026,0.5825292958236457,0.44678396632811335
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Hà Tĩnh,264,month,0.5696100202608865,0.4207052558024309,0.5756512418245053,0.34390562762418586,0.5696100202608865
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Hòa Bình,264,month,0.5654261326498915,0.3990944933779528,0.5280957556541508,0.2431716410028466,0.5654261326498915
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Hưng Yên,264,month,0.37644901165494005,0.28902573436244383,0.5631160138627899,0.30213502694453886,0.37644901165494005
2,Influenza_rates <- Diarrhoea_rates (lag 0),Influenza_rates,Diarrhoea_rates,0,squeezed_Hải Dương,264,month,0.5970322439379803,0.47444758810865556,0.64389532836671,0.6710540727606822,0.5970322439379803
