model,MAE@1,RMSE@1,SMAPE@1,MAE@2,RMSE@2,SMAPE@2,MAE@3,RMSE@3,SMAPE@3,MAE@4,RMSE@4,SMAPE@4,MAE@5,RMSE@5,SMAPE@5,MAE@6,RMSE@6,SMAPE@6,outbreak_threshold,precision,recall
HistGB,28.325932038134557,52.722517393923866,40.79521388495628,30.36443507674012,55.04497900807098,42.331021734814826,31.802098230871223,56.34182916152258,45.0080667449617,32.88505829858008,58.09936222287263,46.38660754841357,34.411408091717135,57.4873164715453,48.198000824110885,35.31598500345346,58.54770563954808,49.818863063750996,562.3081420898437,0.0,0.0
LSTM,47.246202087402345,72.7597662357509,57.92614974975586,47.632144927978516,73.24882504095154,58.876740264892575,47.535437774658206,73.2226797907672,59.583885192871094,47.74493408203125,73.25206188481167,60.55205535888672,46.94901351928711,70.59217847143223,61.05247116088867,47.5187484741211,70.44000387057851,62.340153503417966,562.3081420898437,0.0,0.0
LightGBM,28.5938564339141,53.43037647959945,40.638757626675456,30.69082609212295,56.10907631897736,42.92555571830202,32.60244359462559,57.49226728172606,45.44141525489094,33.574268214105714,57.880576146156,46.847163848047366,33.44410969139267,56.63463680906151,47.45601510567236,34.11612294019319,57.634293045923904,48.2859061309284,562.3081420898437,0.0,0.0
Naive,25.95076148245688,60.200437481021275,27.984285610599784,30.909837448292233,65.73040975471767,33.11103780536582,33.109430288540715,68.56103547535706,35.72264035870085,34.460429847170374,69.64453750451644,37.47423742124119,32.82883389946746,64.65357273234139,37.63956556222753,33.86864736722954,65.75953259672582,39.73991623376956,562.3081420898437,0.0,0.0
SeasonalNaive,37.64497616874353,91.82834030944841,38.94096831520265,37.66289006497036,92.19869478739321,39.669518366808575,37.416133466682425,92.33853080462562,40.007213130374375,37.33827928465017,92.42037713640075,40.7293209122898,36.399335599003464,89.96025905444363,40.92074133879998,36.23913052550199,85.21804223476852,41.549878379684955,562.3081420898437,0.05,0.05
XGBoost,29.927400970458983,58.41031965782397,41.0864990234375,31.31221733093262,57.63425944788453,43.142333984375,33.94070549011231,60.73888522106317,45.40196914672852,34.148783111572264,60.53878478657349,46.42682113647461,34.28943405151367,58.68007001148076,47.77781753540039,35.066504287719724,59.953045094995204,48.970706939697266,562.3081420898437,0.0,0.0
