fold_year,model,MAE@1,RMSE@1,SMAPE@1,MAE@2,RMSE@2,SMAPE@2,MAE@3,RMSE@3,SMAPE@3,MAE@4,RMSE@4,SMAPE@4,MAE@5,RMSE@5,SMAPE@5,MAE@6,RMSE@6,SMAPE@6,outbreak_threshold,precision,recall
2013,Naive,37.7050845263368,83.86042907395911,24.07960433816737,41.10981883341352,85.91936434210531,26.726362628118544,43.966131053192726,89.42565822599515,29.315815502945902,44.5665297817983,89.13044397048954,29.226101986054815,39.08299344211407,72.4005252686056,28.28406951369566,42.48104864390753,91.29211572389302,29.676762645692634,590.1893920898438,0.0,0.0
2013,SeasonalNaive,50.38856250425188,179.58902213363808,32.76622830732543,49.37700401030026,179.16747270879074,32.59934442482087,47.81412803869109,178.04028834711582,31.71191857749916,47.12498452414209,178.25799476890177,31.98552937746961,48.10503272221468,180.31334376146913,32.178168709194026,49.32921434992807,190.10484638180196,31.812476020755888,590.1893920898438,0.25,0.25
2013,XGBoost,34.07185363769531,74.75481080359478,29.49332046508789,32.62385940551758,65.36555859166202,30.43653106689453,36.12580490112305,71.06760164734877,32.8908576965332,34.76776885986328,65.79737777354809,32.55859375,32.41304397583008,50.89715618590591,33.5279541015625,35.19908142089844,78.6273691763482,34.562416076660156,590.1893920898438,0.0,0.0
2013,HistGB,37.79337279273157,70.98795106520126,35.424525901911565,37.85549259309599,68.87698273113129,36.725860660653545,38.838029146768655,68.77698534263885,37.80483526593425,39.92216734149781,69.05733343604426,41.282893402043534,38.66706976771591,58.70921444953573,40.033755907294356,41.06605168133571,82.49096956404568,41.09079285741242,590.1893920898438,0.0,0.0
2013,LightGBM,33.73006470454654,66.46673628363082,29.780388865694512,34.88800277586679,68.14617655563897,31.729661748006148,35.56929258959872,65.2082670418825,33.77721704148537,36.978137521751975,67.0424269765178,34.63788027657596,33.81673411136183,53.089591857819784,33.99092065737756,36.33675387406662,76.78755486655643,34.83790445737648,590.1893920898438,0.0,0.0
2013,LSTM,58.02425765991211,93.51709089285498,49.21562576293945,58.04404830932617,93.21729905843657,49.672584533691406,57.51075744628906,92.5158189598541,49.84058380126953,56.97227096557617,92.48726158064959,50.192142486572266,51.51079177856445,77.3232832768937,48.6041145324707,52.99448776245117,97.95319852645191,48.878265380859375,590.1893920898438,0.0,0.0
2014,Naive,27.400483711150226,94.56509419429122,22.311724503400075,32.093531769406354,98.75896882003521,24.710144160762425,33.7230086026648,95.91215496493088,26.392205624318905,34.65237542032632,95.86735635365164,28.422571388638858,34.58618290314013,91.68689487195438,29.459676052170714,32.9328390965594,74.14737110484532,30.126055596853234,574.7094116210938,0.0,0.0
2014,SeasonalNaive,40.55082978224322,95.05125693130155,31.696964586346176,40.79620171148487,95.07102642399994,32.29060889149874,41.059990201335445,95.17347672296418,32.73977337399578,41.13794124252652,94.37719412316349,33.43157571722722,35.61292274736175,80.305149756679,31.877535531184147,34.30108059561663,73.62401420531916,31.772498763524105,574.7094116210938,0.0,0.0
2014,XGBoost,37.75918197631836,75.5807269683383,39.5545539855957,42.09275436401367,80.70387372595569,41.63500213623047,43.65145492553711,80.19404871446977,43.56100082397461,41.21974563598633,77.28971597381181,43.52153778076172,43.01240539550781,83.42831176000746,43.478946685791016,42.0362548828125,63.40786715532624,44.50484085083008,574.7094116210938,0.0,0.0
2014,HistGB,30.794253705154453,72.71330293071242,33.49827683692748,35.44522407226883,76.73250182814999,35.425169188632886,33.944395589109064,72.71894937850107,36.29608825301709,35.27688712425952,74.67959227446488,37.55741085544073,38.599242671180754,74.98483345784595,41.62638725532769,34.47442491078039,48.142831773045636,39.90267126986153,574.7094116210938,0.0,0.0
