feature,importance
Diarrhoea_rates,29.239860418729506
Diarrhoea_rates_lag1,8.003324103880683
Diarrhoea_rates_rollmean_3,6.605108029944364
Diarrhoea_rates_rollmean_6,5.251552626220808
Diarrhoea_rates_lag2,1.778218623346613
Diarrhoea_rates_lag9,1.4766093032774525
Diarrhoea_rates_lag8,1.4297847081877288
Diarrhoea_rates_lag4,1.405456338253144
Diarrhoea_rates_lag10,1.344464122817743
Diarrhoea_rates_lag7,1.3146080801267443
month_cos,1.2617496972963627
month_sin,1.2581868061188233
Diarrhoea_rates_lag6,1.035047464739875
Diarrhoea_rates_lag12,1.0322677593672942
Diarrhoea_rates_lag3,0.8162068082037012
Diarrhoea_rates_lag5,0.71212807489725
Min_Absolute_Temperature,0.7027548606859773
Diarrhoea_rates_lag11,0.6382156360087415
Total_Rainfall_lag11,0.6237341510655465
Total_Rainfall,0.5813134444924098
Total_Rainfall_lag12,0.5617262694795617
Influenza_rates_lag6,0.49974833711414157
Influenza_rates_lag10,0.4539098660126996
population_urban_lag11,0.4362069356911901
Influenza_rates_lag4,0.4322496671840245
Influenza_rates_lag3,0.4206301695824019
Min_Absolute_Temperature_lag12,0.40659629013017207
population_urban,0.3940183122167527
Min_Absolute_Temperature_lag1,0.36761714175834254
Influenza_rates_lag8,0.3498554576924054
population_urban_lag5,0.34947233587896437
Influenza_rates_lag5,0.34913683251835076
Total_Rainfall_lag1,0.3450826437194065
Influenza_rates_lag7,0.30950721201647086
Total_Rainfall_lag10,0.3089187610791461
Min_Average_Temperature,0.291951641886458
Influenza_rates_lag9,0.28459449921076657
population_urban_lag10,0.2805551043260834
Max_Average_Temperature_lag1,0.2739764324749639
Influenza_rates_lag2,0.2684135312225511
Min_Absolute_Temperature_lag11,0.26510619404547014
population_urban_lag3,0.25790758466528335
n_hours_sunshine_lag10,0.2351170565326083
n_hours_sunshine_lag11,0.22555131007088314
Min_Absolute_Temperature_lag2,0.22362565098464338
n_hours_sunshine_lag12,0.2216556000434126
Dengue_fever_rates_lag6,0.21431346170419893
Max_Daily_Rainfall_lag8,0.21214155672061094
population_urban_lag2,0.2113754985135667
Dengue_fever_rates_lag8,0.20491979988112716
Max_Absolute_Temperature_lag9,0.20314897760503783
