province,feature,importance
squeezed_An Giang,Total_Evaporation,0.029860050659261523
squeezed_An Giang,Total_Rainfall,0.035934014432235914
squeezed_An Giang,Max_Daily_Rainfall,0.08307124144052429
squeezed_An Giang,n_raining_days,0.09217545413122978
squeezed_An Giang,Average_temperature,0.003338575077402187
squeezed_An Giang,Max_Average_Temperature,0.15599689339748063
squeezed_An Giang,Min_Average_Temperature,0.011961780745712925
squeezed_An Giang,Max_Absolute_Temperature,0.025897911578873754
squeezed_An Giang,Min_Absolute_Temperature,0.5397581054699484
squeezed_An Giang,Average_Humidity,0.028652472348292185
squeezed_An Giang,Min_Humidity,0.06079431497813714
squeezed_An Giang,n_hours_sunshine,0.24718653455411968
squeezed_An Giang,population_male,0.027430903378445864
squeezed_An Giang,population_female,0.0021128505582108967
squeezed_An Giang,population_urban,0.1273338051802901
squeezed_An Giang,population_countryside,0.04803354383393682
squeezed_An Giang,Diarrhoea_rates,35.93958003127138
squeezed_An Giang,Diarrhoea_rates_lag1,11.495274472762441
squeezed_An Giang,Diarrhoea_rates_lag2,1.6160469196267606
squeezed_An Giang,Diarrhoea_rates_lag3,0.06273471097019155
squeezed_An Giang,Diarrhoea_rates_lag4,2.2127394205589574
squeezed_An Giang,Diarrhoea_rates_lag5,0.8135239689774664
squeezed_An Giang,Diarrhoea_rates_lag6,1.4020946227742954
squeezed_An Giang,Diarrhoea_rates_lag7,0.17227010701338263
squeezed_An Giang,Diarrhoea_rates_lag8,0.37976877883694043
squeezed_An Giang,Diarrhoea_rates_lag9,0.20680332316716396
squeezed_An Giang,Diarrhoea_rates_lag10,0.715180830798907
squeezed_An Giang,Diarrhoea_rates_lag11,1.4134165724470258
squeezed_An Giang,Diarrhoea_rates_lag12,0.7680650773525463
squeezed_An Giang,Total_Evaporation_lag1,0.039101728538309385
squeezed_An Giang,Total_Evaporation_lag2,0.2299785644732755
squeezed_An Giang,Total_Evaporation_lag3,0.017170984265914218
squeezed_An Giang,Total_Evaporation_lag4,0.006340475627678391
squeezed_An Giang,Total_Evaporation_lag5,0.014748942647779663
squeezed_An Giang,Total_Evaporation_lag6,0.013015416326458307
squeezed_An Giang,Total_Evaporation_lag7,0.011557631715093435
squeezed_An Giang,Total_Evaporation_lag8,0.07508551573799262
squeezed_An Giang,Total_Evaporation_lag9,0.01644639099314864
squeezed_An Giang,Total_Evaporation_lag10,0.0
squeezed_An Giang,Total_Evaporation_lag11,0.12849087203315374
squeezed_An Giang,Total_Evaporation_lag12,0.06750788125745194
squeezed_An Giang,Total_Rainfall_lag1,0.5647135572690644
squeezed_An Giang,Total_Rainfall_lag2,0.5657489595367438
squeezed_An Giang,Total_Rainfall_lag3,0.05484526781833193
squeezed_An Giang,Total_Rainfall_lag4,0.09199759823654342
squeezed_An Giang,Total_Rainfall_lag5,0.008573499124697329
squeezed_An Giang,Total_Rainfall_lag6,0.046035067988648176
squeezed_An Giang,Total_Rainfall_lag7,0.03946787212920073
squeezed_An Giang,Total_Rainfall_lag8,0.029640176281794883
squeezed_An Giang,Total_Rainfall_lag9,0.07326060093614173
squeezed_An Giang,Total_Rainfall_lag10,0.19195823808320897
squeezed_An Giang,Total_Rainfall_lag11,0.38172101777577
squeezed_An Giang,Total_Rainfall_lag12,0.016597192628830925
squeezed_An Giang,Max_Daily_Rainfall_lag1,0.10058727981012909
squeezed_An Giang,Max_Daily_Rainfall_lag2,0.13721327552392595
squeezed_An Giang,Max_Daily_Rainfall_lag3,0.01693408989816535
