feature,importance
Diarrhoea_rates,31.5268228161711
Diarrhoea_rates_lag1,8.880611227850975
Diarrhoea_rates_rollmean_6,5.566737092004243
Diarrhoea_rates_rollmean_3,5.558710560131037
Diarrhoea_rates_lag2,1.8729320171384323
Diarrhoea_rates_lag8,1.5382711558994604
Diarrhoea_rates_lag7,1.52210326686062
Diarrhoea_rates_lag12,1.2921573026363373
Diarrhoea_rates_lag9,1.2220938317168881
Diarrhoea_rates_lag10,1.2069303793005697
Diarrhoea_rates_lag4,1.2016372280069973
Diarrhoea_rates_lag6,1.0499139385939966
month_cos,1.0160520200267247
Diarrhoea_rates_lag11,0.9844612043734707
month_sin,0.9835498941984531
Diarrhoea_rates_lag3,0.792667895882408
Diarrhoea_rates_lag5,0.7909004059451014
Total_Rainfall,0.6528353681288527
Influenza_rates_lag4,0.6012387728646108
Influenza_rates_lag3,0.5246370738821406
Influenza_rates_lag2,0.407854958279075
Total_Rainfall_lag11,0.4058990840209438
Min_Absolute_Temperature,0.3926740483945266
Total_Rainfall_lag12,0.37168297924888405
Min_Absolute_Temperature_lag1,0.3417818694104011
Influenza_rates_lag1,0.27232707597928596
Total_Rainfall_lag1,0.2674522804915303
Max_Absolute_Temperature_lag8,0.22089644985035392
Min_Absolute_Temperature_lag12,0.21586489746514023
Max_Absolute_Temperature_lag2,0.21572018759548495
Min_Average_Temperature,0.19310056222546065
Max_Average_Temperature_lag12,0.19209158430201725
Influenza_rates,0.19027668839246284
Total_Rainfall_lag10,0.18323986045834284
Max_Absolute_Temperature_lag9,0.180655991559161
n_hours_sunshine_lag10,0.17333638322943493
population_urban,0.17068550558689558
Max_Average_Temperature_lag4,0.1663605861947873
Max_Absolute_Temperature_lag10,0.16469969050950586
Max_Average_Temperature_lag2,0.16237814681914486
Average_temperature_lag1,0.14927852666856
Max_Daily_Rainfall_lag6,0.14921380063251696
Max_Average_Temperature_lag10,0.1431342303424442
Total_Evaporation_lag10,0.1418046446837112
n_hours_sunshine_lag11,0.1407952567790882
Max_Daily_Rainfall_lag7,0.13964166769852962
n_hours_sunshine_lag12,0.13701248247670286
Total_Evaporation_lag9,0.1368343450604492
Total_Rainfall_lag2,0.13374733128236224
population_male_lag8,0.13338218171968158
n_hours_sunshine_lag9,0.1314111860051169
n_hours_sunshine_lag1,0.12972532607426582
n_hours_sunshine,0.1258058055360669
Diarrhoea_rates_rollstd_3,0.12374345633366435
Diarrhoea_rates_rollstd_6,0.12213446067663529
Min_Absolute_Temperature_lag7,0.11995858526361297
Max_Daily_Rainfall_lag9,0.11935513637009404
Average_Humidity_lag3,0.11630687016036795
Max_Daily_Rainfall_lag8,0.11588109125796732
Total_Rainfall_lag7,0.11216763386446592
Min_Absolute_Temperature_lag2,0.11196366940598769
Min_Absolute_Temperature_lag3,0.11179411245017741
Min_Absolute_Temperature_lag10,0.11128668826635076
Total_Evaporation_lag7,0.11094690915233035
Total_Evaporation,0.11063544132543257
Max_Absolute_Temperature_lag1,0.1106248590589337
Total_Rainfall_lag5,0.10978785836185807
Min_Absolute_Temperature_lag9,0.10928704168697671
Max_Absolute_Temperature_lag7,0.1087387540964145
Min_Average_Temperature_lag1,0.10596047403632351
Min_Absolute_Temperature_lag8,0.1045666577955666
Min_Average_Temperature_lag4,0.10413545240148205
Max_Absolute_Temperature_lag12,0.10402459345304609
Min_Average_Temperature_lag2,0.1028474997992545
Max_Daily_Rainfall_lag1,0.10266253311487916
Min_Absolute_Temperature_lag4,0.10240544888060976
Max_Average_Temperature_lag9,0.09973033677566018
Average_temperature_lag8,0.09849802690116727
Max_Average_Temperature_lag7,0.0982559602355001
Max_Average_Temperature_lag8,0.09635409520726784
Average_temperature_lag12,0.09553304913500356
Max_Average_Temperature_lag11,0.09403121329192958
n_hours_sunshine_lag8,0.09397913809504656
Max_Average_Temperature_lag5,0.09358943282861631
Max_Average_Temperature_lag1,0.09355976425135626
population_male,0.09219732736549158
population_male_lag5,0.09118808838861577
Max_Daily_Rainfall_lag10,0.08983479699976388
Max_Daily_Rainfall_lag5,0.08868829393882227
Min_Absolute_Temperature_lag11,0.08836027670178122
n_raining_days_lag5,0.08812212113057667
Total_Rainfall_lag6,0.08394947389790598
Max_Daily_Rainfall_lag12,0.08376113241339861
population_male_lag4,0.08356697928490091
population_urban_lag11,0.08356696821608985
Average_temperature_lag2,0.08329721780470233
Max_Average_Temperature_lag3,0.08279752272867437
population_urban_lag7,0.08209711811236804
Max_Absolute_Temperature_lag3,0.08152335545929053
Average_temperature_lag9,0.07938760826668875
population_urban_lag12,0.07919694378788306
Average_Humidity_lag2,0.07864965163998429
Max_Daily_Rainfall_lag11,0.07844141300792178
Min_Average_Temperature_lag9,0.07590821621794765
Average_Humidity_lag1,0.07517473642554029
Total_Rainfall_lag9,0.07507802681741534
Average_Humidity_lag12,0.07470878921030057
Total_Rainfall_lag8,0.07433629000949192
Total_Evaporation_lag1,0.07354458617965026
population_urban_lag1,0.07324215206077893
population_female,0.07317220240860371
Average_Humidity_lag11,0.07311831864180596
Max_Daily_Rainfall,0.07236145323351822
Average_temperature_lag5,0.07203714535502106
population_male_lag11,0.07119935933550507
Max_Absolute_Temperature_lag11,0.07063320486848233
population_urban_lag2,0.07018337677004821
Total_Evaporation_lag2,0.06985481986251575
Average_temperature_lag3,0.06920709653643509
Max_Daily_Rainfall_lag4,0.06905149959977008
Average_Humidity_lag4,0.06900244396752607
Min_Average_Temperature_lag3,0.06894962279760254
Total_Evaporation_lag8,0.06857358784862064
Max_Average_Temperature_lag6,0.06843190046338167
Total_Evaporation_lag11,0.06733955386414496
Min_Average_Temperature_lag12,0.06686455813676602
Min_Humidity_lag6,0.06648675273065578
Max_Average_Temperature,0.06524882813632714
Min_Average_Temperature_lag8,0.06390008877145646
Total_Evaporation_lag12,0.06363846502294268
Min_Humidity_lag7,0.06320646795429284
Max_Daily_Rainfall_lag2,0.06079514165003799
Max_Absolute_Temperature,0.060029469333860774
Average_Humidity_lag7,0.05914355365606377
n_hours_sunshine_lag4,0.05904511922096058
n_hours_sunshine_lag7,0.05894949340591952
Max_Absolute_Temperature_lag4,0.05882960818169802
Average_Humidity_lag5,0.0573053181178638
Min_Humidity,0.05585625058912669
Total_Rainfall_lag3,0.05561701504299957
population_male_lag7,0.055514686284259394
population_countryside,0.054022759643845786
Min_Average_Temperature_lag10,0.05335793636597733
n_raining_days_lag3,0.05315778596351994
n_hours_sunshine_lag3,0.052323071898457696
Average_Humidity_lag10,0.052145353947023326
n_raining_days_lag6,0.0513120276600891
n_hours_sunshine_lag2,0.05104240512153619
Total_Evaporation_lag5,0.05023643676992557
n_raining_days_lag8,0.049850022109570104
Total_Rainfall_lag4,0.04975162074489089
population_male_lag1,0.04953578556715668
Average_temperature_lag7,0.049135296682618824
Min_Average_Temperature_lag6,0.04895457123033709
Average_Humidity_lag6,0.04767701336773777
Total_Evaporation_lag4,0.04767639270364008
Average_temperature_lag11,0.04765761600230648
Average_temperature_lag10,0.04736106158505473
Total_Evaporation_lag3,0.0469454956026204
n_raining_days_lag12,0.046495136016742565
population_urban_lag8,0.046443787033611524
Max_Daily_Rainfall_lag3,0.043875174783455456
population_urban_lag6,0.0426767949135699
Average_temperature_lag6,0.042415024278710835
population_urban_lag4,0.04210292082093534
population_countryside_lag9,0.042065400518474294
Average_temperature,0.042016189246321035
population_countryside_lag7,0.04102523619012713
n_raining_days_lag11,0.0406022396871244
Min_Humidity_lag1,0.04049691012165018
Average_Humidity,0.04030758158617175
Average_Humidity_lag9,0.03889941969793681
n_raining_days_lag2,0.03879290267600583
n_raining_days_lag7,0.03858049245729563
population_male_lag6,0.0379266475705308
Min_Humidity_lag4,0.0378562345797693
Average_Humidity_lag8,0.03745102896834431
population_female_lag8,0.03682703546722677
population_male_lag2,0.03673126071708368
population_female_lag6,0.03637467164699054
Total_Evaporation_lag6,0.03606542022045328
population_countryside_lag8,0.035609059602887565
Min_Average_Temperature_lag11,0.035592836752985746
n_raining_days_lag10,0.035527165608307355
population_countryside_lag6,0.03529715350628341
Max_Absolute_Temperature_lag5,0.03481603761624808
population_urban_lag9,0.0340318781068119
population_urban_lag5,0.03333735514626109
Min_Humidity_lag11,0.03302922603226913
n_hours_sunshine_lag6,0.03271627988539328
Min_Humidity_lag8,0.03199440235826045
Max_Absolute_Temperature_lag6,0.03163615025177355
Min_Humidity_lag3,0.030682801768014006
Min_Absolute_Temperature_lag6,0.030596563226247996
n_raining_days,0.03052369094058305
Min_Humidity_lag2,0.030391333835948175
Min_Humidity_lag10,0.028855954958601507
Min_Humidity_lag5,0.028597181421190082
population_female_lag10,0.027088240347840103
population_countryside_lag2,0.026535406824707567
population_countryside_lag4,0.025550533047151727
n_raining_days_lag9,0.024706874906887596
Min_Absolute_Temperature_lag5,0.024371678166375147
population_countryside_lag12,0.023660586715292534
population_countryside_lag10,0.023197878999520593
Min_Humidity_lag9,0.022925147641684036
n_hours_sunshine_lag5,0.022665882163501544
Min_Average_Temperature_lag5,0.022653640940437748
population_urban_lag3,0.022323742508595062
n_raining_days_lag4,0.022101275979011126
population_male_lag9,0.02078613317625615
Average_temperature_lag4,0.020001027260210122
population_male_lag3,0.019229051123461342
population_female_lag5,0.01910111520303071
n_raining_days_lag1,0.01784080947840931
Min_Humidity_lag12,0.017414353296464766
population_countryside_lag1,0.01699989122981969
population_countryside_lag3,0.016025872496657535
population_female_lag2,0.015119360278461983
population_female_lag1,0.014733003598135052
population_countryside_lag5,0.011804853693643078
population_female_lag12,0.011612413979495695
population_male_lag10,0.011547476444075904
population_countryside_lag11,0.010639331881187474
population_male_lag12,0.010593656066532252
population_female_lag11,0.010300024196250092
Min_Average_Temperature_lag7,0.009946420024475731
population_urban_lag10,0.009907238538813031
population_female_lag3,0.006179535389735674
population_female_lag4,0.0035983475883744585
population_female_lag9,0.0021676716148061625
population_female_lag7,0.0
