model,MAE@1,RMSE@1,SMAPE@1,MAE@2,RMSE@2,SMAPE@2,MAE@3,RMSE@3,SMAPE@3,MAE@4,RMSE@4,SMAPE@4,MAE@5,RMSE@5,SMAPE@5,MAE@6,RMSE@6,SMAPE@6,outbreak_threshold,precision,recall
Naive,11.911129019415174,28.7937028974892,32.871745314059915,13.862727124744588,30.062661290938326,39.765767122293056,15.208249497267463,33.317753955220866,42.38906375016227,16.946371879987364,35.79255203603205,46.47110278939059,17.26972818848016,36.080440847227315,47.731394682325174,18.0690875131647,36.69480059002165,50.88089556683766,288.74615478515625,0.625,0.6666666666666666
LightGBM,12.644450308390049,24.88068931210755,40.140946941791384,15.083321962355779,27.95360319579891,45.953989630517846,16.419938846936745,30.679765704187865,48.01957703131206,18.024874567592352,32.21459871838042,51.023551765704575,19.061714056348716,32.84740922636301,54.49644385288629,19.537325087187995,33.40439105350569,56.805584471671956,288.74615478515625,0.7333333333333333,0.7333333333333333
HistGB,12.71967088810923,25.747029481334724,39.756746532409785,14.2478739507315,27.235046453264278,44.696347542445665,15.930660994342045,29.757331662632446,47.1847440020848,16.693488381430715,31.248248755908104,48.914918507529414,17.65494245924753,31.34563348729404,52.359403343205535,18.54400558021439,32.42453547683786,54.876358600761876,288.74615478515625,0.6875,0.7333333333333333
XGBoost,13.464212417602539,26.443596463894856,41.23503112792969,15.25976848602295,28.21392517411338,45.93808364868164,16.93024444580078,31.481948766627063,48.95522689819336,18.050382614135742,34.08228353237573,50.943599700927734,19.13186264038086,34.784475226699556,54.36317443847656,19.674537658691406,35.21029699744717,56.32815933227539,288.74615478515625,0.7333333333333333,0.7333333333333333
SeasonalNaive,16.86682849141084,31.542019698212822,45.61031818286339,17.5205929426761,33.5233516789331,47.37694777239872,17.579318876330557,34.07698048312428,47.92038905728063,17.8961289605069,34.95400335596828,49.325981252047065,18.341482323701033,35.97272734813709,50.874979120689176,18.89770419307419,37.8014581350146,52.2459464167281,288.74615478515625,0.46153846153846156,0.8
Prophet,22.65613721837692,35.88863726708277,64.20513915458473,23.453288239450494,38.03882659877321,65.8496222694959,24.331126973835747,38.763018392194674,68.41784990170416,25.288911091414278,40.12701371727389,70.6989773047191,26.211271119673444,41.763837905900175,72.82690742184947,26.514255950363882,42.73101793735535,73.83575360452483,288.74615478515625,0.5,0.8666666666666667
LSTM,23.969585418701172,35.4856908193949,58.502750396728516,24.543855667114258,36.82632513102889,60.05381393432617,24.923002243041992,36.9891968498067,61.772464752197266,25.344810485839844,37.63033178324618,63.518280029296875,25.35020637512207,37.91780919180656,64.3155746459961,25.648420333862305,38.13806768874441,65.93102264404297,288.74615478515625,0.0,0.0
