province,MAE
squeezed_Sóc Trăng,5.0557659295601445
squeezed_Kiên Giang,5.81219487920609
squeezed_An Giang,6.264174283139472
squeezed_Hà Nội,6.882906599445692
squeezed_Bình Định,7.662538499022918
squeezed_Tây Ninh,7.928345507148632
squeezed_BR Vũng Tàu,8.212896613712088
squeezed_Thái Nguyên,8.729487121638828
squeezed_Bạc Liêu,8.881722510744806
squeezed_Cà Mau,9.246891104856793
squeezed_Bắc Giang,9.42445126804501
squeezed_Thanh Hóa,10.92454739382813
squeezed_Bình Phước,11.135657643907635
squeezed_Nam Định,11.201642594240724
squeezed_Hưng Yên,11.305706197944554
squeezed_Cần Thơ,11.386969484230852
squeezed_Trà Vinh,11.4174868966232
squeezed_Tiền Giang,11.485789837610172
squeezed_Phú Thọ,12.866877748945948
squeezed_Hải Phòng,14.686583093191388
squeezed_Quảng Ngãi,15.776645196277327
squeezed_Đắk Lắk,16.110153801011293
squeezed_Long An,16.773308985547818
squeezed_Đắk Nông,17.1327954636686
squeezed_Đà Nẵng,17.15142760346526
squeezed_Ninh Bình,18.820888847660587
squeezed_Phú Yên,19.92548561485386
squeezed_TT Huế,20.737433288054905
squeezed_Lâm Đồng,22.246881239525976
squeezed_Bình Thuận,22.38600016906975
squeezed_Quảng Ninh,22.89156628383772
squeezed_Lạng Sơn,24.22047951967552
squeezed_Yên Bái,24.53084747848313
squeezed_Nghệ An,24.904108425094922
squeezed_Quảng Trị,25.407236174204797
squeezed_Gia Lai,28.946057088706464
squeezed_Hà Giang,29.2115731379488
squeezed_Hòa Bình,29.68859609704241
squeezed_Vĩnh Phúc,30.392160152836016
squeezed_Hà Tĩnh,31.129111403071153
squeezed_Đồng Tháp,31.9322678496399
squeezed_Sơn La,34.00253241623215
squeezed_Quảng Nam,34.69270013462229
squeezed_Hải Dương,35.80765601187076
squeezed_Kon Tum,36.17527372158046
squeezed_Thái Bình,38.537913272960914
squeezed_Ninh Thuận,39.52105947454389
squeezed_Khánh Hòa,43.41722631903667
squeezed_Quảng Bình,49.81020901979883
squeezed_Tuyên Quang,54.24524708457064
squeezed_Lai Châu,63.584582440660256
squeezed_Cao Bằng,68.42449195036171
squeezed_Bắc Kạn,69.42405428950822
squeezed_Điện Biên,73.83603051457347
squeezed_Lào Cai,79.44226959240041
